model,phase,test_name,effect_size,p_value,significant,mean_x,mean_y,std_all,n_x_words,n_y_words,x_words,y_words
word2vec,before,중립직종 vs 남성직종,-0.1988,0.6055,False,0.0288,0.041,0.061,5,7,의사|교수|변호사|연구원|작가,군인|소방관|기관사|엔지니어|회장|경찰관|운전기사
